,sex,age,ID
26540,M,45.9891144472142,3091682
26541,M,46.68376051033942,1757400
26542,M,46.249297128457854,1612292
26543,M,46.09190402935534,1210009
26546,M,45.93665008084669,1678760
26547,M,46.17566685936722,678133
26551,M,46.200660672837756,2454320
26553,M,46.16001762754503,680925
26554,M,46.43675032149152,358648
26555,M,46.7311585962463,122173
26556,M,46.0902152692018,1338068
26560,M,46.14436839572284,1577063
26564,M,46.102486980716904,1126131
26565,M,46.113069932078474,478497
26566,M,47.33235965887874,707199
26567,M,46.03268462237367,2709050
26569,M,45.89645742599429,1327513
26571,M,46.102486980716904,708020
26573,M,46.357152991059614,2085923
26577,M,45.92268960917804,1690494
26578,M,46.381696414089824,1605257
26583,M,46.72901944565244,2519957
26589,M,46.66518414865048,1057944
26590,M,45.98022025600617,2411510
26591,M,45.93833884100023,1093164
26593,M,46.09190402935534,796056
26594,M,45.95229931266888,2053504
26598,M,45.99800863842222,862729
26606,M,46.17105096934692,2672405
26609,M,46.07625479753315,26160
26610,M,46.17397809921368,1169522
26611,M,46.00645243918992,3058444
26612,M,46.036062142680755,1206531
26619,M,46.189627331035865,1987226
26621,M,46.18838896132265,2961933
26623,M,46.283973112409306,945535
26624,M,45.93833884100023,649100
26625,M,45.99418072767482,1415903
26630,M,46.65077328654151,1813665
26633,M,49.92821940997402,3054666
26634,M,45.97177645523847,1304049
26636,M,46.77517916184611,113589
26638,M,46.578831777604414,1720660
26639,M,46.1828722904217,1971280
26644,M,45.95229931266888,1035072
26649,M,46.46928715484911,2965870
26653,M,47.89336806665877,2491663
26654,M,46.102486980716904,2227108
26655,M,46.060605565710965,1288714
26656,M,46.53920231480011,1695584
26659,M,47.46937483453101,617405
26661,M,46.21754827437315,516770
26665,M,46.8957571264033,2477119
26666,M,46.1304079240542,946534
26669,M,46.104175740870446,2839288
26670,M,46.077943557686694,2457059
26671,M,46.16001762754503,1706590
26679,M,45.92268960917804,2694302
26681,M,46.50902941926118,1334563
26683,M,46.16170638769857,1077819
26684,M,46.746019848795605,2881522
26685,M,47.19275494219228,2880917
26699,M,46.536950362598475,2961939
26700,M,46.519612370622745,2883533
26701,M,45.924378369331585,2385693
26703,M,46.44091582107149,476134
26705,M,45.966259784337524,91169
26707,M,46.036062142680755,2312781
26711,M,46.06398308601805,1999993
26713,M,46.00814119934346,809342
26715,M,46.578831777604414,2767418
26719,M,46.086837748894716,2128307
26722,M,46.43967745135828,613646
26726,M,48.82860686685029,711202
26728,M,46.02041291085857,1855254
26729,M,46.189627331035865,2849216
26732,M,46.147745916029926,779867
26734,M,46.28735063271638,2966865
26736,M,46.34319251939097,488019
26737,M,45.9489217923618,512505
26738,M,46.11982497269263,2673107
26739,M,45.95229931266888,177198
26742,M,45.98022025600617,2192169
26745,M,47.11991265237453,816186
26748,M,46.16170638769857,2651991
26751,M,46.07625479753315,1536927
26752,M,46.06229432586451,2925144
26753,M,45.908729137509404,147359
26757,M,46.146057155876385,2842800
26758,M,46.572076736990255,2488970
26769,M,46.37111346272826,1262726
26770,M,46.087288139335044,2062642
26773,M,46.34319251939097,1333569
26774,M,46.097420700256286,2872409
26775,M,46.50227437864702,918
26776,M,45.924378369331585,1768043
26777,M,46.11982497269263,2377612
26779,M,45.93665008084669,1057848
26780,M,46.25942968937909,283209
26782,M,45.96288226403045,1247039
26783,M,45.976842735699094,1237782
26784,M,46.11813621253909,3061754
26785,M,46.11982497269263,1689566
26788,M,46.146057155876385,553597
26793,M,46.48155886636422,2424762
26794,M,46.13209668420774,1199184
26795,M,46.077943557686694,308213
26796,M,45.95229931266888,3034088
26799,M,46.74556945835528,2808029
26800,M,46.315721966494,1473763
26803,M,46.62240195276389,1105636
26804,M,46.1304079240542,189471
26806,M,46.01703539055149,1565722
26810,M,46.990102907776745,655262
26811,M,46.214170754066075,1864772
26812,M,46.536950362598475,615199
26814,M,46.102486980716904,2733228
26815,M,45.99418072767482,739294
26821,M,46.578831777604414,1905209
26822,M,46.357152991059614,388224
26823,M,46.34319251939097,2707740
26824,M,46.044956333888784,2900118
26825,M,46.13378544436128,636818
26826,M,47.7609687810268,2498624
26828,M,46.61902443245681,325863
26830,M,46.077943557686694,2241081
26835,M,46.425266589249304,1414292
26838,M,47.2820344431051,1362994
26839,M,47.175754539049116,2877158
26841,M,47.71683541381923,2685504
26844,M,46.0500226143494,1912527
26845,M,46.20189904255097,901366
26847,M,45.950610552515336,512074
26852,M,45.966259784337524,2829507
26857,M,46.41130611758066,127060
26859,M,46.04833385419586,890158
26860,M,46.036062142680755,755599
26865,M,46.72057564488474,2965425
26868,M,46.381696414089824,1600473
26870,M,46.94011528083567,1216178
26877,M,49.34705868195927,2800742
26879,M,46.28149637298288,476285
26882,M,45.99800863842222,2640991
26884,M,46.02210167101211,956561
26886,M,46.02210167101211,2906009
26887,M,45.93833884100023,1897896
26889,M,46.00814119934346,2369497
26892,M,45.95229931266888,1093580
26894,M,47.06080604700063,503150
26896,M,45.992491967521275,464435
26900,M,45.96457102418398,1480514
26902,M,45.99418072767482,1821946
26904,M,46.00814119934346,3042724
26906,M,45.89645742599429,3055152
26907,M,46.3643584221141,2018958
26909,M,46.40500146740683,2500271
26915,M,46.0500226143494,959611
26916,M,46.147745916029926,3105405
26917,M,45.93833884100023,2916249
26919,M,46.095731940102745,1741958
26922,M,47.17237701874203,2418428
26927,M,45.99080320736774,2230763
26928,M,46.21248199391253,3089727
26929,M,46.21754827437315,1398634
26930,M,46.2315087460418,3066359
26936,M,46.187938570882324,1880423
26939,M,46.02210167101211,121016
26940,M,46.11644745238555,1030282
26941,M,46.16170638769857,2451405
26943,M,46.11813621253909,2413622
26945,M,46.07456603737961,2283821
26947,M,45.976842735699094,939434
26949,M,45.97177645523847,2553001
26950,M,45.924378369331585,1914095
26951,M,46.09190402935534,2783059
26952,M,46.13209668420774,1225412
26954,M,46.05891680555743,2043946
26956,M,46.21754827437315,1002317
26958,M,46.03099586222014,3071662
26960,M,45.95229931266888,1929125
26961,M,46.003074918882845,1335410
26962,M,46.245131628877886,1767741
26963,M,45.99418072767482,2867605
26964,M,46.242992478284016,1521048
26967,M,45.950610552515336,2480140
26970,M,46.029307102066596,716378
26971,M,45.93833884100023,2692717
26973,M,46.06398308601805,3001056
26976,M,47.56676054737897,2918280
26977,M,45.93833884100023,1300859
26985,M,46.02210167101211,2960470
26986,M,45.908729137509404,661280
26991,M,46.28059559210222,1116786
26992,M,46.12365288344004,215825
26995,M,46.102486980716904,2249568
26999,M,45.89645742599429,390151
27000,M,46.04833385419586,1967430
27004,M,48.41666055901284,948385
27005,M,45.89645742599429,2817715
27006,M,45.91041789766294,2626566
27008,M,46.0500226143494,231186
27009,M,46.13209668420774,1200966
27011,M,46.99257964720317,823676
27014,M,46.34870919029191,2821560
27015,M,45.95229931266888,544292
27016,M,46.65842910803632,2722667
27020,M,45.966259784337524,2833848
27021,M,46.73070820580598,1436583
27022,M,46.16170638769857,136121
27023,M,47.33573717918582,2187721
27024,M,45.950610552515336,2261302
27032,M,46.069499756918994,144977
27033,M,45.91041789766294,1457960
27034,M,46.12703040374712,1848060
27035,M,48.96629803615842,643055
27036,M,46.07456603737961,2606488
27039,M,45.98022025600617,2293558
27042,M,46.02041291085857,1419773
27045,M,46.52512904152369,957702
27047,M,45.99080320736774,2683970
27051,M,45.98022025600617,3081339
27052,M,46.28780102315671,141617
27057,M,45.966259784337524,1528530
27063,M,46.36694796314829,855062
27065,M,45.96457102418398,2068744
27070,M,46.00814119934346,1682820
27071,M,45.92268960917804,1469140
27072,M,46.30131110438503,1969893
27076,M,46.17566685936722,745463
27079,M,46.0855993791815,829835
27081,M,46.90251216701746,178315
27086,M,46.38507393439691,1943326
27087,M,46.00814119934346,1473261
27090,M,45.98022025600617,1210918
27095,M,46.72102603532507,2981259
27099,M,46.24546921771044,2972003
27101,M,47.152562287339876,146409
27102,M,45.959504743723365,2914229
27105,M,46.08852650904826,1354825
27108,M,45.95229931266888,334006
27109,M,46.00814119934346,1841020
27112,M,46.25942968937909,1453767
27114,M,46.06229432586451,2895089
27116,M,46.25942968937909,1746337
27118,M,46.06398308601805,2465532
27123,M,46.251886669492045,1807663
27127,M,46.21248199391253,36249
27130,M,46.16722305859952,2532369
27132,M,46.06398308601805,907993
27133,M,46.48279723607743,758754
27134,M,46.113069932078474,1038788
27135,M,45.93833884100023,1886521
27136,M,46.24760836830431,1999183
27139,M,46.02210167101211,553511
27140,M,46.04833385419586,1895830
27142,M,45.97177645523847,2585500
27143,M,45.96457102418398,2643222
27144,M,46.22137618512056,2798617
27145,M,46.43382319162477,453623
27146,M,46.04326757373524,447726
27148,M,46.02041291085857,1027156
27153,M,46.66225701878373,1885888
27154,M,46.83653771942164,1383078
27156,M,46.15495134708441,2819837
27157,M,46.044956333888784,2665050
27160,M,45.99080320736774,22892
27161,M,46.04833385419586,2151415
27162,M,45.93833884100023,2828885
27163,M,46.20189904255097,2434187
27166,M,45.97853149585263,48081
27173,M,46.07625479753315,689989
27174,M,45.93833884100023,171269
27175,M,46.38507393439691,797233
27179,M,46.09190402935534,1290414
27185,M,46.22903200661537,99138
27186,M,45.924378369331585,1023566
27190,M,45.98022025600617,1514493
27194,M,46.503963138800565,2176306
27198,M,46.09190402935534,1948675
27199,M,46.05047300478973,2286338
27200,M,46.96803622417296,3092306
27201,M,49.75540268226485,1910079
27203,M,46.957115683978834,106277
27207,M,45.992491967521275,1314872
27211,M,46.036062142680755,2443506
27214,M,46.660568258630185,1662290
27216,M,46.74297991732109,1036884
27217,M,46.06398308601805,2676693
27218,M,46.25143627905172,167010
27223,M,45.98022025600617,1425980
27225,M,45.924378369331585,1646907
27229,M,46.13806374554901,2610769
27230,M,46.952386992350775,1169308
27232,M,46.16722305859952,2844389
27233,M,46.921088528706406,2195738
27234,M,46.11475869223201,42313
27235,M,45.9489217923618,3017620
27240,M,45.95229931266888,359593
27242,M,46.095731940102745,524331
27248,M,46.24546921771044,1121577
27253,M,45.976842735699094,2502164
27254,M,46.071188517072535,1133902
27256,M,45.91041789766294,1475860
27257,M,46.16170638769857,2842868
27261,M,47.73597496755626,398932
27264,M,46.02210167101211,2961634
27267,M,45.95781598356982,406979
27270,M,46.09190402935534,2561192
27273,M,47.37379068344435,2113462
27277,M,46.189627331035865,596392
27282,M,46.38507393439691,937644
27283,M,45.924378369331585,1023112
27284,M,46.33474871862327,1964753
27285,M,46.99516918823737,2325549
27286,M,50.34151688913246,544997
27287,M,46.09190402935534,2230994
27288,M,46.8919292156559,878896
27290,M,46.034373382527214,2941991
27292,M,46.07287727722608,133601
27293,M,46.1304079240542,1447173
27295,M,46.117348233266206,1665610
27297,M,46.06398308601805,2987308
27299,M,46.11644745238555,2256344
27300,M,46.54764611556781,2022604
27302,M,46.0500226143494,2157215
27305,M,46.29624482392441,2814580
27306,M,46.28566187256285,662180
27307,M,46.10586450102399,252782
27308,M,46.08852650904826,2992458
27312,M,48.07147667804409,1645608
27315,M,45.950610552515336,567099
27316,M,46.357152991059614,1828596
27326,M,46.30513901513244,1637241
27328,M,45.98022025600617,2241961
27331,M,45.98022025600617,1958773
27332,M,46.66090584746275,1517784
27335,M,45.9489217923618,2986047
27337,M,46.07625479753315,25589
27338,M,46.14436839572284,1387881
27339,M,46.00814119934346,3071776
27346,M,46.036062142680755,714303
27348,M,46.029307102066596,2325269
27350,M,46.06398308601805,1417738
27352,M,45.96457102418398,1412749
27353,M,48.64925988575176,870095
27354,M,46.708754323809956,326672
27355,M,46.13209668420774,1998990
27358,M,45.966259784337524,905703
27362,M,46.90634007776487,1536161
27363,M,46.25942968937909,1881191
27365,M,47.30027321596148,2560736
27373,M,46.029307102066596,711939
27376,M,46.53357284229139,1679550
27378,M,46.37111346272826,2971482
27379,M,46.00814119934346,2144300
27380,M,46.11982497269263,2686194
27385,M,46.02041291085857,2453115
27386,M,46.96634746401942,3108053
27387,M,46.333059958469725,2890264
27389,M,46.45071079316017,2517254
27394,M,46.09190402935534,1459772
27397,M,46.57421588758412,713269
27398,M,46.05891680555743,2344038
27400,M,46.256052169072014,1889806
27401,M,45.89645742599429,1816875
27407,M,46.05891680555743,524736
27409,M,46.734986506993714,1272588
27410,M,46.10586450102399,141152
27416,M,46.00814119934346,2836870
27419,M,46.16170638769857,1123008
27420,M,49.46977579711033,2788780
27423,M,46.102486980716904,59567
27424,M,47.895056826812315,501707
27425,M,46.20021028239743,2670432
27426,M,50.947671430617746,877379
27427,M,45.96457102418398,109377
27429,M,46.20189904255097,259073
27431,M,45.96457102418398,1320355
27433,M,46.00476367903638,3103273
27436,M,46.19604478281746,2485196
27439,M,46.0500226143494,1819240
27440,M,46.89823386582973,396267
27442,M,46.36942470257472,514309
27444,M,46.55091083426712,863983
27447,M,46.13378544436128,1564776
27448,M,46.018724150705026,255866
27449,M,46.00814119934346,143795
27456,M,47.30398832510112,2222637
27459,M,49.671751837870005,94555
27463,M,45.98022025600617,1425766
27464,M,46.306827775285974,2220130
27466,M,46.034373382527214,492033
27469,M,46.1304079240542,1173263
27474,M,46.0902152692018,2482963
27477,M,46.088976899488586,2314481
27478,M,45.98022025600617,2270333
27479,M,46.13378544436128,1709190
27480,M,46.0500226143494,174320
27482,M,46.16170638769857,1315591
27483,M,46.16170638769857,2096240
27487,M,46.425266589249304,2180803
27489,M,45.99418072767482,2955400
27494,M,46.35129873132611,1930350
27495,M,47.4655469237836,1986011
27497,M,47.2036754823864,1828122
27500,M,46.11982497269263,855491
27501,M,46.187938570882324,2045287
27503,M,47.22450379627698,2211259
27504,M,45.966259784337524,279387
27508,M,46.060605565710965,952813
27510,M,45.99418072767482,2541759
27513,M,45.966259784337524,2819483
27514,M,46.077943557686694,105067
27517,M,46.20189904255097,249338
27522,M,46.16170638769857,2385490
27523,M,46.24546921771044,1653417
27524,M,46.4129948777342,1041129
27526,M,46.657978717595995,2235687
27527,M,47.95303786408076,2616308
27528,M,46.03268462237367,2813705
27529,M,46.308516535439516,1306428
27531,M,46.80051056414921,1270371
27540,M,46.09190402935534,2458335
27541,M,46.02210167101211,164240
27545,M,46.2061773437387,2203130
27546,M,46.20358780270451,468992
27547,M,46.19435602266392,2072584
27551,M,45.95229931266888,802701
27554,M,46.855564471550906,2759148
27557,M,45.91041789766294,413790
27562,M,46.73070820580598,345111
27568,M,46.24546921771044,1512020
27570,M,46.155401737524734,487814
27571,M,46.24591960815077,879570
27572,M,46.49675770774608,1135641
27573,M,46.87200168264598,3096694
27575,M,46.20111106327808,432015
27581,M,46.189627331035865,682441
27583,M,45.97853149585263,924712
27585,M,46.257740929225555,416410
27591,M,51.63263613925279,1389674
27593,M,46.034373382527214,927220
27595,M,46.00814119934346,704700
27601,M,46.93504900037505,786611
27603,M,45.95229931266888,2807041
27605,M,46.14436839572284,1104134
27613,M,46.05722804540389,1879746
27616,M,45.934961320693155,2886818
27617,M,46.92615480916702,2184679
27619,M,46.510718179414724,1421463
27623,M,45.98022025600617,3010391
27624,M,46.00476367903638,2716295
27626,M,45.984048166753574,2743103
27632,M,47.02556687100109,778645
27633,M,46.13806374554901,2483073
27634,M,46.09190402935534,990682
27643,M,46.82212685731267,1552593
27644,M,46.060605565710965,1063097
27645,M,46.25942968937909,2710819
27646,M,46.11644745238555,1927862
27649,M,46.30131110438503,1714373
27651,M,45.99418072767482,2609034
27653,M,46.8517365608035,864036
27655,M,46.15832886739149,2699109
27656,M,45.96288226403045,449645
27658,M,46.00814119934346,2678416
27659,M,45.95229931266888,1058794
27661,M,45.89645742599429,274287
27662,M,46.06398308601805,738264
27664,M,47.63487414556866,3062352
27666,M,46.17397809921368,2915279
27669,M,45.908729137509404,1011677
27670,M,46.12534164359358,2679075
27671,M,45.992491967521275,2723692
27675,M,46.392279365451394,994011
27676,M,46.03268462237367,2707514
27679,M,45.985736926907116,347225
27687,M,46.104175740870446,2250212
27689,M,46.598759310614334,553360
27690,M,45.924378369331585,2092562
27691,M,45.93833884100023,2402937
27695,M,46.65415080684859,2737845
27696,M,46.20358780270451,2577754
27698,M,46.547983704400366,2064513
27699,M,46.06398308601805,396151
27703,M,45.924378369331585,1140555
27705,M,46.146057155876385,1198317
27706,M,46.001386158729304,2569963
27707,M,46.284423502849634,2286478
27712,M,46.42909449999671,2589044
27713,M,46.09190402935534,280672
27718,M,45.99418072767482,2052913
27723,M,45.89645742599429,297629
27724,M,46.11813621253909,161209
27725,M,45.91041789766294,194371
27728,M,45.908729137509404,1964685
27729,M,45.97177645523847,195170
27732,M,46.147745916029926,1941928
27733,M,47.371651532850485,159830
27740,M,45.966259784337524,1335121
27741,M,45.950610552515336,791180
27745,M,46.034373382527214,2768740
27746,M,46.13378544436128,188273
27747,M,45.89645742599429,1844600
27751,M,46.43922706091795,2473795
27752,M,45.89645742599429,1405650
27754,M,46.02041291085857,967299
27757,M,53.10197517038473,714558
27759,M,46.99257964720317,3004121
27763,M,46.06229432586451,214226
27766,M,46.09190402935534,1532042
27770,M,46.0500226143494,2316048
27774,M,46.56487130593577,1523974
27775,M,46.00814119934346,3079704
27777,M,46.003074918882845,2071248
27778,M,45.93833884100023,288721
27779,M,46.00814119934346,1931325
27783,M,46.13209668420774,2464864
27786,M,46.29962234423149,2013570
27788,M,46.325854527415245,1415463
27794,M,46.17397809921368,2295344
27795,M,46.14436839572284,1727403
27798,M,46.07625479753315,2495575
27799,M,45.908729137509404,1408701
27800,M,45.98742568706066,210718
27801,M,45.99418072767482,1349766
27802,M,46.426955349402846,1781225
27806,M,45.966259784337524,2662837
27809,M,46.09618233054307,1024114
27812,M,46.00859158978379,3108345
27813,M,45.91041789766294,1023218
27822,M,46.036062142680755,148162
27825,M,46.00814119934346,1327390
27826,M,45.992491967521275,740853
27827,M,46.308966925879844,404488
27828,M,46.34319251939097,1153715
27832,M,46.036062142680755,482398
27833,M,45.97853149585263,1124308
27834,M,46.00814119934346,2356270
27835,M,46.74725821850882,2190323
27836,M,45.93833884100023,204665
27838,M,46.00814119934346,309727
27839,M,46.13378544436128,963192
27840,M,47.05179905418484,1163178
27845,M,45.98022025600617,1696556
27850,M,45.908729137509404,2516174
27853,M,46.23916456753661,1938969
27857,M,46.2717014008942,1593510
27859,M,47.50123649022347,2388657
27860,M,45.98022025600617,1465790
27861,M,46.5205131515034,1691980
27862,M,46.02210167101211,1218713
27865,M,49.9129077669844,2994498
27866,M,46.053850525096806,2134185
27868,M,46.443054971665354,2907574
27870,M,47.12678049459645,1695219
27874,M,46.41130611758066,2012675
27876,M,47.36196936236957,569504
27877,M,46.13209668420774,1322663
27878,M,46.26832388058712,2632486
27880,M,45.934961320693155,2693547
27883,M,45.93665008084669,1489118
27885,M,46.00645243918992,1840274
27888,M,45.98742568706066,2782886
27891,M,47.59119198479215,2337167
27892,M,46.37111346272826,2224622
27893,M,46.16001762754503,2767787
27894,M,46.13209668420774,477810
27895,M,46.06612223661191,571024
27904,M,46.003074918882845,1404311
27906,M,46.84160399988226,2509730
27908,M,45.92268960917804,2470393
27910,M,46.486625146824835,2051285
27911,M,46.06229432586451,1381509
27914,M,45.924378369331585,1823331
27919,M,46.85804121097733,1211763
27923,M,46.086837748894716,2064860
27924,M,45.95229931266888,373688
27926,M,45.966259784337524,2409932
27927,M,45.908729137509404,1609816
27928,M,46.10800365161785,2369550
27929,M,46.104175740870446,1014476
27931,M,46.14099087541577,1288399
27932,M,48.797308403205925,1803831
27934,M,45.99418072767482,1320947
27936,M,48.15006042598758,1194840
27937,M,46.034373382527214,1830009
27941,M,45.966259784337524,2936030
27943,M,46.556877895608395,2251616
27944,M,45.91041789766294,3004403
27945,M,46.11689784282588,1597766
27949,M,46.214170754066075,2213860
27951,M,46.4531875325866,880014
27952,M,46.214170754066075,973037
27963,M,46.20189904255097,1131152
27964,M,47.03074595306947,2584750
27970,M,45.95229931266888,719175
27971,M,45.93327256053961,427920
27976,M,45.97853149585263,1564122
27980,M,46.91557185780546,1028175
27981,M,46.04833385419586,2102224
27982,M,48.765785152336754,1233860
27983,M,46.00645243918992,1233305
27985,M,46.8957571264033,1163586
27986,M,45.99418072767482,597378
27989,M,46.07287727722608,1934691
27991,M,46.170600578906594,1173400
27992,M,45.98022025600617,109336
27993,M,49.342780380771536,945525
27995,M,45.92268960917804,2291589
27996,M,45.99418072767482,1278860
27998,M,46.036062142680755,2877793
28000,M,46.84959741020963,901770
28001,M,46.21079323375899,1613441
28006,M,46.13209668420774,1613047
28010,M,46.269224661467774,732264
28012,M,47.758829630432935,305301
28013,M,46.189627331035865,2716342
28014,M,45.93665008084669,914415
28015,M,45.93833884100023,2087254
28018,M,46.885962154314626,2768384
28021,M,46.49000266713192,1538823
28023,M,46.00814119934346,1023779
28025,M,46.06398308601805,2413303
28028,M,46.0902152692018,1729708
28029,M,45.99418072767482,1856360
28037,M,46.147745916029926,2081440
28039,M,46.077943557686694,786175
28040,M,46.12703040374712,1478025
28043,M,45.99080320736774,416298
28044,M,45.98022025600617,3035452
28045,M,46.62071319261035,387776
28046,M,45.91041789766294,2196997
28048,M,46.32247700710816,1763937
28049,M,46.4531875325866,680460
28051,M,46.39734564591201,868104
28053,M,46.00814119934346,3104620
28055,M,46.17566685936722,2805210
28057,M,45.93833884100023,1262922
28060,M,46.170600578906594,487901
28062,M,46.11644745238555,296385
28063,M,46.02041291085857,752220
28070,M,46.0500226143494,2453981
28071,M,46.20358780270451,2741352
28073,M,45.93833884100023,478058
28074,M,46.57421588758412,2520788
28076,M,46.66867447056533,1238972
28077,M,46.12579203403391,3024178
28079,M,46.60720311138203,764977
28084,M,46.22981998588826,1821833
28085,M,46.06398308601805,1007010
28087,M,45.91041789766294,1526300
28089,M,46.11813621253909,2298602
28090,M,45.908729137509404,1025224
28091,M,46.0902152692018,2207749
28093,M,46.00645243918992,1407270
28097,M,46.39734564591201,2202485
28098,M,46.06229432586451,1182219
28100,M,45.98022025600617,922234
28102,M,46.10586450102399,1112279
28103,M,45.966259784337524,769268
28104,M,46.0500226143494,784449
28106,M,46.4063526387278,594132
28107,M,46.02041291085857,3045493
28108,M,46.95835405369205,1864459
28109,M,46.13378544436128,96022
28110,M,46.165534298445976,2844337
28112,M,46.00814119934346,2207780
28115,M,45.98022025600617,478426
28118,M,46.91613504985355,1398020
28119,M,47.42163915979156,1671750
28120,M,46.08514898874118,1481147
28122,M,46.077943557686694,1755732
28123,M,46.60675272094171,2330755
28127,M,46.67148879882431,1581186
28135,M,46.17566685936722,2366073
28137,M,47.2080665851819,71440
28139,M,46.001386158729304,1096467
28140,M,46.621726775098765,1453705
28141,M,46.00814119934346,2640355
28142,M,46.086837748894716,1199174
28143,M,46.1939056322236,1880373
28144,M,46.17566685936722,1513064
28147,M,45.99418072767482,477846
28148,M,48.55153658407124,1993341
28154,M,46.32968243816265,1943501
28155,M,46.02041291085857,1133875
28159,M,45.93833884100023,1083117
28166,M,46.13378544436128,1314214
28168,M,45.98022025600617,218364
28173,M,46.02041291085857,1135451
28174,M,46.02041291085857,899214
28175,M,46.09190402935534,1961959
28181,M,46.42830652072382,1941013
28184,M,46.00814119934346,1865388
28187,M,45.96288226403045,1899521
28189,M,46.48110847592389,2702548
28191,M,45.97853149585263,1556648
28193,M,47.55989270515704,14233
28194,M,46.10462613131077,709940
28199,M,46.034373382527214,1161233
28200,M,46.466810415422685,3045847
28201,M,46.67655507928493,2852678
28202,M,46.147745916029926,452647
28203,M,46.00814119934346,217089
28204,M,45.908729137509404,2011358
28207,M,46.49675770774608,411689
28209,M,46.018724150705026,1100190
28210,M,46.62071319261035,2521450
28211,M,46.536950362598475,1633948
28220,M,46.427856130283494,2833209
28224,M,45.89645742599429,1633697
28228,M,46.53526160244493,2224395
28230,M,46.147745916029926,2927694
28231,M,46.071188517072535,2823056
28232,M,46.35760338149994,2111515
28233,M,46.036062142680755,740825
28234,M,45.93665008084669,1768174
28236,M,46.00814119934346,240037
28237,M,46.077943557686694,1052727
28238,M,45.89645742599429,2957284
28239,M,46.16170638769857,1162730
28240,M,45.924378369331585,2248418
28242,M,49.96841206482642,2325605
28243,M,46.54460618409328,793907
28244,M,46.04833385419586,1333882
28247,M,45.92100084902451,1097088
28250,M,46.07625479753315,1247865
28253,M,46.25695294995266,1780930
28256,M,46.07163890751286,1833347
28257,M,46.07625479753315,1639392
28260,M,46.077943557686694,559655
28261,M,46.24209169740337,1491412
28263,M,47.804876545018836,240668
28265,M,46.00645243918992,1553722
28269,M,47.38606239495946,2197278
28270,M,46.02210167101211,2516312
28275,M,46.636362424432534,363595
28277,M,46.45487629274014,241978
28278,M,46.2950064542112,2401760
28283,M,46.27001264074066,1104555
28284,M,45.93665008084669,2305639
28286,M,46.06398308601805,244856
28287,M,46.06398308601805,230597
28289,M,46.495068947592536,468541
28291,M,46.34915958073224,1211582
28292,M,46.09190402935534,776333
28295,M,45.93665008084669,1660920
28296,M,46.20189904255097,853769
28300,M,47.279332916453875,972027
28301,M,47.750385829665234,2687758
28302,M,45.924378369331585,2821797
28305,M,47.00485135871828,430126
28307,M,46.09190402935534,1765562
28313,M,46.367735942421184,2209490
28314,M,45.93833884100023,1480123
28318,M,47.418261639484484,2989009
28321,M,46.00476367903638,1589686
28322,M,45.93833884100023,1909632
28325,M,46.06398308601805,2879270
28327,M,49.59733358950648,1444125
28328,M,45.92100084902451,1189123
28329,M,46.044956333888784,270615
28334,M,46.02041291085857,719496
28341,M,46.4083789877139,476169
28343,M,46.20786610389224,3076542
28348,M,46.67824383943847,1726656
28352,M,46.36739835358862,188211
28356,M,46.40714061800069,928984
28358,M,47.870963794222426,2797349
28362,M,46.21754827437315,2010716
28364,M,46.82505398717942,349593
28365,M,45.93833884100023,2277312
28366,M,46.411756508020986,1272253
28367,M,45.96457102418398,1400424
28369,M,45.966259784337524,918396
28374,M,46.187938570882324,2651003
28378,M,46.704476022622224,818240
28380,M,47.10426342055234,2731440
28382,M,47.76423349972612,2112474
28383,M,46.357152991059614,2688410
28386,M,46.18456105057524,221720
28388,M,45.992491967521275,348460
28389,M,46.036062142680755,2486867
28392,M,46.165534298445976,2465148
28400,M,46.17566685936722,529558
28402,M,46.06105595615129,1192027
28405,M,46.10586450102399,2459245
28407,M,46.00814119934346,1310322
28410,M,45.99418072767482,296142
28411,M,46.30131110438503,2714107
28416,M,46.9976459276638,1392129
28418,M,46.02041291085857,787231
28419,M,46.9528373827911,747194
28420,M,46.257740929225555,2192877
28425,M,46.17397809921368,1302120
28426,M,46.282284352255765,110120
28428,M,46.97186413492037,345884
28434,M,46.00814119934346,1771024
28435,M,47.022639741134334,2169023
28441,M,46.86952494321955,1371987
28442,M,46.02255206145244,2585365
28443,M,46.35760338149994,2003152
28446,M,48.728069236910784,893178
28448,M,45.966259784337524,204843
28449,M,47.42040079007835,2590376
28450,M,46.341503759237426,2396042
28451,M,45.93833884100023,2622211
28452,M,45.966259784337524,903707
28453,M,46.027618341913055,146194
28454,M,46.00645243918992,2820946
28457,M,46.00814119934346,31395
28463,M,46.20189904255097,1481418
28466,M,46.60675272094171,2023842
28469,M,46.10586450102399,1167868
28471,M,45.99418072767482,2928452
28475,M,47.027368432762394,411118
28477,M,46.52298989092983,750336
28483,M,45.98022025600617,357810
28490,M,47.52487913237303,3019334
28491,M,45.95229931266888,708460
28497,M,46.11982497269263,607064
28499,M,46.08852650904826,3047911
28502,M,46.036062142680755,2685604
28503,M,46.0500226143494,815512
28505,M,45.93833884100023,2127844
28506,M,45.93833884100023,212449
28507,M,46.077943557686694,1327260
28509,M,48.16053139173212,114861
28511,M,45.92268960917804,2358054
28512,M,45.97515397554555,781055
28513,M,50.460293291928345,2487464
28514,M,46.649084526387966,1048303
28515,M,46.742191938048194,2832659
28516,M,45.98022025600617,1027228
28517,M,47.28710072356572,588292
28521,M,46.0500226143494,1466462
28524,M,45.97853149585263,628763
